,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
166,coloaded_lcl,3022839,TPEB,541.13,3.17,"2,188.82",34.49,Port to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,103.0
167,coloaded_lcl,3050925,TAWB,114,1.0,107.00,20.46,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,51.0
168,coloaded_lcl,3025009,TPEB,73.5,0.326,624.41,21.10,Door to Door,"40.735657,-74.1723667","22.8395202,69.7213266",INMUN - USNYC,55.0
169,flxt_lcl,3072544,TPEB,"1,559.3",2.51,26.59,169.72,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,36.0
170,coloaded_lcl,3062545,FEWB,98.58,0.348,30.89,24.22,Door to Door,"51.9244201,4.4777326","22.3193039,114.1693611",HKHKG - NLRTM,48.0
171,coloaded_lcl,3051714,TPWB,350.17,3.556,5.70,567.72,Door to Door,"22.3193039,114.1693611","34.0522342,-118.2436849",USLAX - HKHKG,50.0
172,coloaded_lcl,3002678,TAWB,"3,140",14.23,244.65,44.17,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,60.0
173,flxt_lcl,3064059,TPEB,555,2.078,42.90,11.69,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,36.0
174,coloaded_lcl,3054245,FEWB,393.32,1.45,30.89,6.31,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,74.0
175,coloaded_lcl,3062412,TAWB,160,0.809,"2,221.60",105.70,Door to Port,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,33.0
176,coloaded_lcl,3027370,FEWB,249.74,1.94,28.96,84.96,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,79.0
177,coloaded_lcl,3059865,TAWB,269,1.882,43.44,189.73,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,53.0
178,flxt_lcl,3064605,TPEB,380.73,3.72,45.27,295.83,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,35.0
179,coloaded_lcl,3024685,FEWB,522,5.995,1.61,6.04,Port to Door,"51.961726,1.351255","22.3193039,114.1693611",HKHKG - GBFXT,86.0
180,coloaded_lcl,3016897,FEWB,"1,448.96",5.66,30.89,85.64,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,71.0
181,flxt_lcl,3068570,TPEB,608,1.18,181.41,244.56,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,43.0
182,coloaded_lcl,2981575,FEWB,677.4,11.24,86.63,268.61,Port to Door,"51.961726,1.351255","25.0329694,121.5654177",TWTPE - GBFXT,66.0
183,coloaded_lcl,3070524,TAEB,156.95,1.487,37.51,263.01,Door to Door,"51.9244201,4.4777326","36.8507689,-76.28587259999999",USORF - NLRTM,47.0
184,coloaded_lcl,3057818,TPEB,81.8,0.49,855.34,77.79,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,38.0
185,coloaded_lcl,3032209,TPEB,"3,672.8",15.998,247.64,27.20,Port to Door,"33.7700504,-118.1937395","13.7505781,100.7943199",THLKR - USCHI,68.0
186,coloaded_lcl,3056444,TPEB,358.5,1.86,855.34,86.01,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,45.0
187,flxt_lcl,3013819,TPEB,447,2.913,7.89,22.75,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,33.0
188,coloaded_lcl,3012669,TPWB,"6,860.2",17.694,12.02,262.27,Port to Door,"13.0826802,80.2707184","40.735657,-74.1723667",USNYC - INMAA,
189,flxt_lcl,3054197,TPEB,"1,521.3",8.33,45.27,142.22,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,35.0
190,flxt_lcl,2992749,FEWB,"1,006",11.5,228.85,47.62,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,
191,coloaded_lcl,3033324,FEWB,41.6,0.64,36.43,234.67,Port to Door,"51.9244201,4.4777326","22.356851,91.7831819",BDCGP - NLRTM,68.0
192,coloaded_lcl,3052472,FEWB,"1,025",5.86,52.84,131.12,Port to Door,"53.5510846,9.9936819","8.764166099999999,78.1348361",INTUT - CZPRG,
193,coloaded_lcl,3020252,TPEB,780.1,5.39,372.39,13.05,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,52.0
194,coloaded_lcl,3053019,ROW,657,1.0,13.58,249.89,Door to Door,"45.263473,-66.07295","44.4056499,8.946256",ITGOA - USCHI,60.0
195,coloaded_lcl,3026568,FEWB,"1,031",7.87,140.43,201.01,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,76.0
196,coloaded_lcl,2967888,FEWB,"2,281.9",15.2,36.43,214.60,Port to Door,"51.9244201,4.4777326","22.356851,91.7831819",BDCGP - NLRTM,67.0
197,flxt_lcl,3079907,TPEB,332.88,3.56,45.27,290.50,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,36.0
198,coloaded_lcl,3044980,ROW,239.8,0.536,7.74,12.48,Port to Door,"-36.8484597,174.7633315","1.352083,103.819836",SGSIN - NZAKL,21.0
199,coloaded_lcl,3023791,TAWB,"1,973",4.9,18.07,34.59,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,56.0
200,coloaded_lcl,3021838,TPEB,986,5.431,61.70,331.52,Door to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,35.0
201,flxt_lcl,3059555,TPEB,297.9,2.14,45.27,296.28,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,36.0
202,coloaded_lcl,3010335,FEWB,549,2.101,407.48,8.28,Door to Door,"49.49437,0.107929","22.3193039,114.1693611",HKHKG - FRLEH,85.0
203,coloaded_lcl,3027860,ROW,34.45,0.162,13.95,173.25,Port to Door,"-33.8688197,151.2092955","10.6267867,103.5115545",KHKOS - AUSYD,36.0
204,coloaded_lcl,3038854,LATAM OB,"2,268",6.78,579.88,15.52,Port to Door,"34.0522342,-118.2436849","-12.0508491,-77.1259843",PECLL - USLAX,82.0
205,coloaded_lcl,3062514,TPEB,135,0.605,188.17,"1,127.09",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,54.0
206,coloaded_lcl,3050965,TAWB,"6,022",20.16,81.44,130.20,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,40.0
207,coloaded_lcl,3070443,ROW,181.49,1.03,19.45,70.11,Port to Port,"22.3193039,114.1693611","14.5995124,120.9842195",PHMNL - HKHKG,
208,coloaded_lcl,3002210,FEWB,545,2.17,15.29,239.55,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,63.0
209,coloaded_lcl,3076698,TAWB,"3,820",17.204,100.88,12.54,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,44.0
210,coloaded_lcl,3025096,FEWB,448.94,3.166,116.24,162.55,Port to Door,"51.961726,1.351255","10.6267867,103.5115545",KHKOS - GBFXT,
211,coloaded_lcl,3070911,TAEB,97.98,0.774,37.51,567.72,Door to Door,"51.9244201,4.4777326","34.0522342,-118.2436849",USLAX - NLRTM,
212,coloaded_lcl,2995994,TPEB,794.03,5.29,24.54,230.96,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,75.0
213,coloaded_lcl,2934950,TPEB,367.02,2.846,18.07,"1,165.74",Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,92.0
214,coloaded_lcl,2992788,TPEB,"1,538.31",11.668,93.85,19.66,Port to Door,"40.735657,-74.1723667","11.5563738,104.9282099",KHPNH - USNYC,73.0
215,coloaded_lcl,3038814,TPEB,600,4.239,"1,986.51",8.32,Door to Door,"34.0522342,-118.2436849","-37.68779749999999,176.1651295",NZTRG - USLAX,74.0
216,coloaded_lcl,3011426,TPEB,443.3,2.6,18.07,86.36,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,50.0
217,coloaded_lcl,3161197,FEWB,355.72,1.513,20.35,106.99,Port to Door,"53.4807593,-2.2426305","35.6761919,139.6503106",JPTYO - GBMAN,
218,flxt_lcl,2972422,FEWB,149.4,0.923,26.38,44.47,Port to Door,"56.162939,10.203921","18.9499361,72.9511875",INNSA - DKAAR,75.0
219,coloaded_lcl,3032210,FEWB,367.8,1.544,91.24,4.81,Port to Door,"50.90970040000001,-1.4043509","13.7563309,100.5017651",THBKK - GBSOU,64.0
220,coloaded_lcl,3045865,FEWB,250,1.426,116.24,100.38,Port to Door,"51.961726,1.351255","7.873053999999999,80.77179699999999",LKCMB - GBFXT,47.0
221,coloaded_lcl,3032042,FEEB,87.47,3.168,4.82,184.56,Port to Door,"31.24589,121.49222","41.0082376,28.9783589",TRIST - CNSHG,50.0
222,coloaded_lcl,3037928,FEWB,532.68,3.813,28.29,"1,498.24",Port to Door,"51.9244201,4.4777326","11.5563738,104.9282099",KHPNH - NLRTM,61.0
223,coloaded_lcl,3028312,FEEB,266.172,0.723,55.96,169.74,Door to Port,"31.24589,121.49222","51.5100908,0.4595977",GBLGP - CNSHG,
224,coloaded_lcl,2994633,FEWB,418,2.1,66.67,7.38,Port to Door,"53.5510846,9.9936819","10.8230989,106.6296638",VNSGN - DEHAM,
225,flxt_lcl,3062564,TPEB,"3,083",7.04,180.36,8.71,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,37.0
226,coloaded_lcl,3029810,FEWB,52.94,0.53,134.03,42.12,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,60.0
227,coloaded_lcl,3073439,ROW,"2,824",21.63,0.62,7.86,Port to Door,"35.6761919,139.6503106","10.8230989,106.6296638",VNSGN - JPTYO,23.0
228,coloaded_lcl,2973464,TAWB,590.43,6.19,569.02,236.07,Port to Door,"40.735657,-74.1723667","38.423734,27.142826",TRIZM - USNYC,46.0
229,coloaded_lcl,3075176,FEWB,687.3,2.84,134.58,150.87,Port to Door,"51.961726,1.351255","25.0329694,121.5654177",TWTPE - GBFXT,
230,coloaded_lcl,3022527,FEWB,100.65,0.53,174.92,220.04,Port to Door,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,67.0
231,coloaded_lcl,3018523,TPEB,"2,459.96",16.394,"1,312.17",312.52,Port to Port,"34.0522342,-118.2436849","13.1040552,100.9158073",THLCH - USLAX,37.0
232,coloaded_lcl,3022775,FEWB,"1,055.78",6.07,166.63,160.02,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,58.0
233,coloaded_lcl,2978845,TPEB,"1,020.49",14.407,16.27,20.79,Port to Door,"49.2827291,-123.1207375","11.5563738,104.9282099",KHPNH - CATOR,85.0
234,coloaded_lcl,3054260,FEWB,472.39,6.1,134.58,7.36,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,
235,coloaded_lcl,2976705,TPEB,482,3.09,24.54,233.94,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,77.0
236,flxt_lcl,3067963,TPEB,894.1,3.3,12.79,166.90,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,35.0
237,coloaded_lcl,3000205,FEWB,"2,007",9.89,100.63,8.87,Port to Door,"51.9244201,4.4777326","5.4356367,100.3091",MYPEN - NLRTM,
238,coloaded_lcl,3044575,TPEB,"7,543",20.212,14.55,104.48,Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,58.0
239,coloaded_lcl,2988566,TPEB,170,2.94,160.25,307.23,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,67.0
240,coloaded_lcl,3023521,TAWB,"1,190",7.02,18.36,40.26,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,56.0
241,coloaded_lcl,3063106,TAWB,680,2.784,466.16,164.90,Port to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,49.0
242,coloaded_lcl,3046593,TAWB,"1,675",7.574,593.22,12.56,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,71.0
243,coloaded_lcl,3011344,TPEB,303.8,3.81,18.07,85.70,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,40.0
244,flxt_lcl,3077454,TPEB,"2,480",7.541,42.91,11.69,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,36.0
245,coloaded_lcl,3052833,TPWB,556.1,1.501,116.75,42.80,Door to Door,"22.3193039,114.1693611","34.0522342,-118.2436849",USLAX - HKHKG,69.0
246,coloaded_lcl,3019916,TPEB,494.1,5.08,583.45,53.67,Door to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,38.0
247,coloaded_lcl,3062409,TAWB,7,0.073,"2,447.94",105.70,Door to Port,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,43.0
248,coloaded_lcl,3056332,TPEB,297.13,1.6,54.37,86.01,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,58.0
249,coloaded_lcl,3055578,TPEB,917,2.39,357.09,323.37,Door to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,38.0
250,coloaded_lcl,3076645,TAEB,"1,117.21",13.545,37.51,66.85,Door to Door,"51.9244201,4.4777326","34.0522342,-118.2436849",USLAX - NLRTM,
251,coloaded_lcl,3004364,TPEB,"1,019.3",12.74,210.43,99.50,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,72.0
252,coloaded_lcl,3058465,TAWB,592,2.592,466.16,495.01,Door to Door,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,51.0
253,coloaded_lcl,3048053,TPEB,672,1.889,35.35,36.51,Port to Door,"33.7700504,-118.1937395","13.7563309,100.5017651",THBKK - USCHI,70.0
254,coloaded_lcl,3033000,TPEB,"1,523.7",1.557,"1,738.68",23.39,Port to Door,"34.0522342,-118.2436849","34.6900806,135.1956311",JPUKB - USLAX,68.0
255,coloaded_lcl,3027465,FEWB,205,1.355,63.40,5.55,Door to Door,"51.961726,1.351255","22.3193039,114.1693611",HKHKG - GBFXT,54.0
256,coloaded_lcl,3045929,FEWB,840,6.0,45.66,949.21,Port to Door,"51.2194475,4.4024643","24.8607343,67.0011364",PKKHI - BEANR,
257,coloaded_lcl,2984592,FEEB,242,1.69,12.47,175.50,Door to Door,"-37.8136276,144.9630576","51.5100908,0.4595977",GBLGP - AUMEL,80.0
258,coloaded_lcl,3028289,FEEB,"1,939.56",2.629,22.16,169.74,Door to Door,"13.0826802,80.2707184","51.5100908,0.4595977",GBLGP - INBLR,
259,coloaded_lcl,3074266,TAWB,907.9,9.571,134.51,207.44,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USCHI,54.0
260,coloaded_lcl,3045971,TPEB,295,3.0,295.17,949.21,Port to Door,"34.0522342,-118.2436849","24.8607343,67.0011364",PKKHI - USCHI,
261,coloaded_lcl,3044585,LATAM OB,"1,596",10.744,"1,356.77",15.65,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - USNYC,58.0
262,coloaded_lcl,3041669,TPEB,"3,875",22.63,52.07,233.94,Port to Door,"33.7700504,-118.1937395","22.356851,91.7831819",BDCGP - USLGB,67.0
263,flxt_lcl,3067364,TAEB,"1,134",8.589,17.29,"3,034.71",Port to Port,"51.5073509,-0.1277583","43.653226,-79.3831843",CATOR - GBLON,
264,flxt_lcl,3076727,TPEB,346.2,2.04,37.88,"1,113.47",Port to Door,"34.0522342,-118.2436849","29.868336,121.54399",CNNGB - USLAX,24.0
265,coloaded_lcl,3018336,FEWB,"2,017.99",15.55,185.35,77.98,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,56.0
266,coloaded_lcl,3017112,FEWB,"2,624.97",16.12,15.29,244.30,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,71.0
267,flxt_lcl,3074566,TPEB,831,4.901,42.91,24.22,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,36.0
268,coloaded_lcl,3064352,TPEB,408.9,3.8,"1,610.79",288.29,Port to Door,"34.0522342,-118.2436849","35.1795543,129.0756416",KRPUS - USLAX,41.0
269,coloaded_lcl,3060397,TAEB,495,4.878,56.27,295.69,Door to Door,"51.2194475,4.4024643","32.0808989,-81.091203",USSAV - BEANR,
270,coloaded_lcl,3024577,TPEB,"1,471.3",7.23,44.73,58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,52.0
271,coloaded_lcl,2984941,LATAM OB,435,2.86,19.70,15.23,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - CATOR,47.0
272,coloaded_lcl,3027889,TPEB,"1,144.8",9.156,"1,837.80",0.86,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,55.0
273,coloaded_lcl,3007511,TPEB,131.6,0.359,403.04,57.79,Port to Door,"40.735657,-74.1723667","13.1040552,100.9158073",THLCH - USNYC,73.0
274,coloaded_lcl,3056661,ROW,687,3.53,11.43,70.30,Door to Door,"35.6761919,139.6503106","20.8449115,106.6880841",VNHPH - JPTYO,36.0
275,coloaded_lcl,3028259,TAWB,"1,011",5.22,244.65,112.24,Door to Door,"34.0522342,-118.2436849","49.49437,0.107929",FRLEH - USLAX,83.0
276,coloaded_lcl,3050671,FEWB,"1,389.8",12.18,70.64,245.06,Port to Door,"51.2194475,4.4024643","8.764166099999999,78.1348361",INTUT - NLRTM,
277,coloaded_lcl,3020710,TPEB,611.03,5.422,109.60,45.04,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,
278,flxt_lcl,3068558,TPEB,357.4,2.3,707.72,188.59,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,36.0
279,coloaded_lcl,3060652,TAEB,"1,133.98",8.778,7.85,"3,430.05",Port to Port,"53.3498053,-6.2603097","40.735657,-74.1723667",USNYC - IEDUB,
280,coloaded_lcl,3049886,TAWB,289,3.845,188.17,264.16,Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USNYC,38.0
281,coloaded_lcl,3022877,TPEB,565.45,4.048,"1,312.17",16.22,Port to Port,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,
282,flxt_lcl,3045519,TPEB,"1,301.45",9.42,408.51,191.78,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
283,coloaded_lcl,3029686,TAWB,178,0.81,455.71,338.73,Door to Door,"34.0522342,-118.2436849","39.4699075,-0.3762881",ESVLC - USLAX,53.0
284,coloaded_lcl,3027376,FEWB,329.83,2.52,44.89,84.96,Port to Door,"50.90970040000001,-1.4043509","20.8449115,106.6880841",VNHPH - GBFXT,76.0
285,coloaded_lcl,3017625,TPEB,167.19,1.362,235.53,135.21,Port to Door,"29.746047,-95.287854","18.9499361,72.9511875",INNSA - USHOU,76.0
286,flxt_lcl,3018848,TPEB,231,3.76,"1,710.42",179.01,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,50.0
287,coloaded_lcl,3056567,TPEB,190.1,1.13,182.59,138.54,Port to Door,"37.8043514,-122.2711639","25.0329694,121.5654177",TWTPE - USOAK,51.0
288,flxt_lcl,3018542,TPEB,712,0.94,181.41,26.91,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
289,coloaded_lcl,3044740,TAEB,"2,721.55",7.079,56.33,35.92,Port to Door,"53.4083714,-2.9915726","45.5016889,-73.567256",CAMTR - GBLIV,70.0
290,coloaded_lcl,2739273,TPEB,"1,504",18.452,111.29,6.21,Door to Door,"34.0522342,-118.2436849","-33.8688197,151.2092955",AUSYD - USLAX,65.0
291,flxt_lcl,3057719,TPEB,"2,609",9.54,45.27,62.76,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,35.0
292,coloaded_lcl,2984242,TPEB,"1,811.69",11.72,19.77,7.16,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CATOR,73.0
293,coloaded_lcl,3020781,FEWB,439.34,1.098,,28.29,Port to Door,"51.9244201,4.4777326","13.1040552,100.9158073",THLCH - NLRTM,
294,coloaded_lcl,3036201,LATAM OB,277,1.806,10.13,12.86,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - USNYC,58.0
295,coloaded_lcl,3058012,TPEB,581.67,4.633,16.72,316.30,Door to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,34.0
296,coloaded_lcl,3041202,TPEB,55,1.0,376.68,26.99,Door to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,61.0
297,coloaded_lcl,3027875,TPEB,151.5,1.44,44.73,0.86,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,53.0
298,coloaded_lcl,3019106,TPEB,899.2,4.524,188.17,"1,122.29",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,56.0
299,coloaded_lcl,3005527,TPEB,"1,010.5",6.38,64.56,7.75,Port to Door,"34.0522342,-118.2436849","7.873053999999999,80.77179699999999",LKCMB - USLAX,83.0
300,coloaded_lcl,3000406,TPEB,347.86,2.03,18.07,37.47,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,39.0
301,coloaded_lcl,3070415,ROW,683.42,4.35,19.45,70.11,Port to Port,"22.3193039,114.1693611","14.5995124,120.9842195",PHMNL - HKHKG,
302,coloaded_lcl,3082737,ROW,619.03,5.304,66.48,312.22,Port to Door,"35.6761919,139.6503106","35.1795543,129.0756416",KRPUS - JPTYO,23.0
303,coloaded_lcl,3033410,ROW,"1,535",9.1,88.46,63.28,Port to Door,"34.0522342,-118.2436849","36.8064948,10.1815316",TNTUN - USLAX,58.0
304,coloaded_lcl,3021029,FEWB,"3,200",18.442,118.00,20.78,Port to Door,"53.5510846,9.9936819","22.556499,114.236875",CNYTN - CZPRG,69.0
305,coloaded_lcl,3015431,TPEB,270,2.98,109.60,234.18,Port to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,66.0
306,coloaded_lcl,3029293,FEWB,223,1.204,109.64,13.70,Door to Door,"51.9244201,4.4777326","1.352083,103.819836",SGSIN - NLRTM,
307,coloaded_lcl,3042901,TAWB,103.8,1.0,18.36,37.71,Door to Door,"34.0522342,-118.2436849","45.4642035,9.189982",ITMIL - USLAX,56.0
308,coloaded_lcl,3029343,FEWB,"1,418",8.537,93.82,13.70,Door to Door,"51.961726,1.351255","1.352083,103.819836",SGSIN - GBFXT,
309,coloaded_lcl,3052392,TAWB,211.16,1.728,"1,011.99",134.54,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,37.0
310,coloaded_lcl,3013119,FEWB,546,7.575,17.47,27.44,Port to Door,"51.9244201,4.4777326","-6.2087634,106.845599",IDJKT - NLRTM,61.0
311,coloaded_lcl,3020725,TPEB,869.06,7.63,23.60,13.54,Door to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,66.0
312,coloaded_lcl,3015213,FEWB,"2,394",10.4,66.67,2.75,Port to Door,"53.5510846,9.9936819","10.8230989,106.6296638",VNSGN - DEHAM,75.0
313,coloaded_lcl,3027834,FEWB,401.54,1.68,44.89,193.76,Port to Door,"51.961726,1.351255","10.6267867,103.5115545",KHKOS - GBFXT,61.0
314,coloaded_lcl,3032547,LATAM OB,"1,222.78",7.302,643.24,12.54,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - USNYC,64.0
315,flxt_lcl,3022711,TPEB,"3,486.2",28.3,64.34,295.83,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,83.0
316,coloaded_lcl,3045614,ROW,87.57,0.542,16.14,"1,142.50",Port to Door,"-33.8688197,151.2092955","18.9499361,72.9511875",INNSA - AUSYD,53.0
317,coloaded_lcl,3012848,TPEB,78,1.019,78.77,99.64,Door to Door,"45.5016889,-73.567256","18.9499361,72.9511875",INNSA - CATOR,80.0
318,flxt_lcl,3050954,TPEB,"1,715.8",11.9,"2,127.68",142.22,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,43.0
319,flxt_lcl,3068562,TPEB,226.33,1.67,408.51,188.59,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,39.0
320,coloaded_lcl,3036502,ROW,"1,609.8",10.0,11.95,74.09,Door to Door,"-37.8136276,144.9630576","20.8449115,106.6880841",VNHPH - AUMEL,32.0
321,coloaded_lcl,3052005,TAWB,733,3.072,10.71,57.38,Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USCLT,46.0
322,coloaded_lcl,3004735,FEWB,809.7,4.64,94.57,229.60,Port to Door,"51.9244201,4.4777326","35.1795543,129.0756416",KRPUS - NLRTM,73.0
323,coloaded_lcl,3025965,TPEB,308.1,2.47,"2,191.89",5.78,Port to Door,"34.0522342,-118.2436849","14.5995124,120.9842195",PHMNL - USLAX,88.0
324,coloaded_lcl,3014059,FEWB,"2,897.92",10.0,30.89,85.64,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,71.0
325,coloaded_lcl,3025309,TAWB,565.18,2.208,21.00,482.88,Door to Door,"37.8043514,-122.2711639","53.5510846,9.9936819",DEHAM - USOAK,76.0
326,coloaded_lcl,3032398,TPEB,"2,062.43",6.72,"1,975.59","1,558.15",Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,85.0
327,coloaded_lcl,3006730,TPEB,615.32,4.142,28.59,"1,132.56",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,49.0
